Ticker,Company,MS,MBI,MB,CNN,BS
ACAT,Arctic Cat Inc,False,True,True,False,True
ACAZF,Acadian Timber Corp,False,False,True,True,False
ACB,Aurora Cannabis Inc,True,True,True,True,True
ACBI,Atlantic Capital Bancshares Inc,False,True,True,True,True
ACC,American Campus Communities Inc,True,True,True,True,True
ACCA,Acacia Diversified Holdings Inc,False,False,True,True,False
ACCO,ACCO Brands Corp,True,True,True,True,True
ACCYY,Accor SA,False,False,True,True,False
ACDSF,Ascendas Real Estate Investment Trust,False,False,True,True,False
ACDVF,Air Canada,False,False,True,True,False
ACEL,Accel Entertainment Inc,True,True,True,True,False
ACER,Acer Therapeutics Inc,False,True,True,True,True
ACFC,Atlantic Coast Financial Corp,False,True,True,False,True
ACFN,Acorn Energy Inc,False,True,True,True,False
ACGBY,Agricultural Bank of China Ltd,False,False,True,True,False
ACGL,Arch Capital Group Ltd,False,True,True,True,True
ACGLO,,False,True,False,True,False
ACGLP,,False,True,False,True,False
ACH,Aluminum Corporation of China Ltd,True,True,True,True,True
ACHC,Acadia Healthcare Co Inc,False,True,True,True,True
ACHN,Achillion Pharmaceuticals Inc,False,True,True,False,True
ACHV,Achieve Life Sciences Inc,False,True,True,True,True
ACIA,Acacia Communications Inc,False,True,True,True,True
ACIU,AC Immune SA,False,True,True,True,True
ACIW,ACI Worldwide Inc,False,True,True,True,True
ACLLF,Atco Ltd,False,False,True,True,False
ACLS,Axcelis Technologies Inc,False,True,True,True,True
ACM,AECOM,True,True,True,True,True
ACMR,ACM Research Inc,False,True,True,True,False
ACN,Accenture PLC,True,True,True,True,True
ACNB,ACNB Corp,False,True,True,True,True
ACOR,Acorda Therapeutics Inc,False,True,True,True,True
ACRE,Ares Commercial Real Estate Corp,True,True,True,True,True
ACRFF,Accor SA,False,False,True,True,False
ACRGF,Acreage Holdings Inc,False,False,True,True,False
ACRL,Atacama Resources International Inc,False,False,True,True,False
ACRS,Aclaris Therapeutics Inc,False,True,True,True,True
ACRX,AcelRx Pharmaceuticals Inc,False,True,True,True,True
ACSAY,ACS Actividades de Construccion y Servicios SA,False,False,True,True,False
ACSEF,ACS Motion Control Ltd,False,False,True,True,False
ACSF,American Capital Senior Floating Ltd,False,True,True,False,False
ACST,Acasti Pharma Inc,False,True,True,True,True
ACT,Allergan PLC,False,False,True,True,False
ACTG,Acacia Research Corp,False,True,True,True,True
ACTS,Actions Semiconductor Co Ltd,False,False,True,False,False
ACTT,Act II Global Acquisition Corp,False,True,True,True,False
ACTTU,,False,True,True,True,False
ACU,Acme United Corp,False,True,True,True,True
ACUR,Acura Pharmaceuticals Inc,False,True,True,True,True
ACV,,False,False,True,True,False
ACW,Accuride Corp,False,False,True,True,True
ACXIF,Acciona SA,False,False,True,True,False
ACY,AeroCentury Corp,False,True,True,True,True
ADAP,Adaptimmune Therapeutics PLC,False,True,True,True,True
ADBCF,Adelaide Brighton Ltd,False,False,True,True,False
ADBE,Adobe Inc,False,True,True,True,True
ADC,Agree Realty Corp,True,True,True,True,True
ADDDF,adidas AG,False,False,True,True,False
ADDXF,Addex Therapeutics Ltd,False,False,True,True,False
ADDYY,adidas AG,False,False,True,True,True
ADEP,Adept Technology Inc,False,False,True,False,True
ADES,Advanced Emissions Solutions Inc,False,True,True,True,True
ADFJF,ADF Group Inc,False,False,True,True,False
ADFS,American Defense Systems Inc,False,False,True,True,False
ADGE,American DG Energy Inc,False,False,True,False,True
ADI,Analog Devices Inc,False,True,True,True,True
ADIL,Adial Pharmaceuticals Inc,False,True,True,True,False
ADLS,Advanced Life Sciences Holdings Inc,False,True,False,False,False
ADM,Archer-Daniels Midland Co,True,True,True,True,True
ADMA,ADMA Biologics Inc,False,True,True,True,True
ADMG,Adamant DRI Processing and Minerals Group,False,False,True,True,False
ADMLF,Adriatic Metals PLC,False,False,True,True,False
ADMP,Adamis Pharmaceuticals Corp,False,True,True,True,True
ADMS,Adamas Pharmaceuticals Inc,False,True,True,True,True
ADNT,Adient PLC,True,True,True,True,True
ADOCY,Adocia,False,False,True,True,False
ADOM,ADOMANI Inc,False,True,True,True,False
ADP,Automatic Data Processing Inc,False,True,True,True,True
ADPPF,Ado Properties SA,False,False,True,True,False
ADPT,Adaptive Biotechnologies Corp,False,True,True,True,False
ADPTQ,Adeptus Health Inc,False,False,True,False,False
ADPXY,Audio Pixels Holdings Ltd,False,True,False,True,False
ADRNY,Koninklijke Ahold Delhaize NV,False,False,True,True,False
ADRO,Aduro Biotech Inc,False,True,True,True,True
ADRZY,Andritz AG,False,False,True,True,False
ADS,Alliance Data Systems Corp,True,True,True,True,True
ADSK,Autodesk Inc,False,True,True,True,True
ADSW,Advanced Disposal Services Inc,True,True,True,True,True
ADT,ADT Inc,True,True,True,True,True
ADTN,Adtran Inc,False,True,True,True,True
ADUS,Addus HomeCare Corp,False,True,True,True,True
ADVM,Adverum Biotechnologies Inc,False,True,True,True,True
ADVOF,ADVA Optical Networking SE,False,False,True,True,False
ADXS,Advaxis Inc,False,False,True,True,True
ADYX,Adynxx Inc,False,True,False,True,False
ADYYF,Adyen NV,False,False,True,True,False
AE,Adams Resources & Energy Inc,False,True,True,True,True
AEB,,False,False,True,True,False
AEE,Ameren Corp,True,True,True,True,True
AEG,Aegon NV,True,True,True,True,False
AEGG,The American Energy Group Ltd,False,False,True,True,False
AEGMF,Alliance Resources Ltd,False,False,True,False,False
AEGN,Aegion Corp,False,True,True,True,True
AEGR,Aegerion Pharmaceuticals Inc,False,False,True,False,True
AEH,,False,True,False,False,False
AEHR,Aehr Test Systems,False,True,True,True,True
AEIS,Advanced Energy Industries Inc,False,True,True,True,True
AEL,American Equity Investment Life Holding Co,True,True,True,True,True
AELTF,Adacel Technologies Ltd,False,False,True,True,False
AEM,Agnico Eagle Mines Ltd,True,True,True,True,True
AEMC,Archer Entertainment,False,False,True,True,False
AEMD,Aethlon Medical Inc,False,False,True,True,True
AEMMY,A2A SpA,False,False,True,True,False
AEO,American Eagle Outfitters Inc,True,True,True,True,True
AEOXF,Aéroports de Paris SA,False,False,True,True,False
AEP,American Electric Power Co Inc,True,True,True,True,True
AEPI,AEP Industries Inc,False,False,True,False,True
AER,AerCap Holdings NV,True,True,True,True,True
AERG,Applied Energetics Inc,False,False,True,True,False
AERI,Aerie Pharmaceuticals Inc,False,True,True,True,False
AERO,AeroGrow International Inc,False,False,True,True,False
AERT,Advanced Environmental Recycling Technologies Inc,False,False,True,False,False
AES,The AES Corp,True,True,True,True,True
AESAY,AES Tiete Energia SA,False,False,True,False,False
AESE,Allied Esports Entertainment Inc,False,True,True,True,False
AET,Aetna Inc,False,True,True,False,False
AETUF,ARC Resources Ltd,False,False,True,True,False
AEXAY,Atos SE,False,False,True,True,False
AEY,Addvantage Technologies Group Inc,False,True,True,True,True
AEYE,AudioEye Inc,False,True,True,True,False
AEZS,AEterna Zentaris Inc,False,True,True,True,True
AFAM,Almost Family Inc,False,False,True,False,False
AFC,,False,False,True,True,False
AFCB,Athens Bancshares Corp,False,True,True,True,False
AFCJF,AFC Ajax NV,False,False,True,True,False
AFCO,American Farmland Co,False,False,True,False,True
AFFX,Affymetrix Inc,False,False,,False,True
AFFY,Affymax Inc,False,True,True,True,False
AFG,American Financial Group Inc,True,True,True,True,True
AFGR,Affinion Group Holdings Inc,False,False,True,False,False
AFH,Atlas Financial Holdings Inc,False,True,True,True,True
AFI,Armstrong Flooring Inc,True,True,True,True,True
AFIN,American Finance Trust Inc,False,True,True,True,False
AFINP,,False,True,False,True,False
AFL,Aflac Inc,True,True,True,True,True
AFLYY,Air France-KLM,False,False,True,True,False
AFMD,Affimed NV,False,True,True,True,True
AFOP,Alliance Fiber Optic Products Inc,False,False,True,False,False
AFSI,AmTrust Financial Services Inc,False,True,True,False,True
AFTPF,Afterpay Ltd,False,False,True,True,False
AFYA,Afya Ltd,False,True,True,True,True
AG,First Majestic Silver Corp,True,True,True,True,True
AGAAF,AltaGas Canada Inc,False,False,True,False,False
AGBA,AGBA Acquisition Ltd,False,True,False,True,False
AGBAU,,False,True,True,True,False
AGCO,AGCO Corp,True,True,True,True,True
AGE,AgeX Therapeutics Inc,False,True,True,True,False
AGEN,Agenus Inc,False,True,True,True,True
AGESY,Ageas SA/ NV,False,False,True,True,False
AGFAF,AgraFlora Organics International Inc,False,False,True,True,False
AGFMF,AGF Management Ltd,False,False,True,True,False
AGFS,AgroFresh Solutions Inc,False,True,True,True,True
AGGZF,Ag Growth International Inc,False,False,True,True,False
AGHC,Aeon Global Health Corp,False,False,True,True,False
AGHI,Agora Holdings Inc,False,False,True,True,False
AGI,Alamos Gold Inc,True,True,True,True,True
AGIO,Agios Pharmaceuticals Inc,False,True,True,True,True
AGLE,Aeglea BioTherapeutics Inc,False,True,True,True,True
AGLNF,AGL Energy Ltd,False,False,True,True,False
AGLXY,AGL Energy Ltd,False,False,True,True,False
AGM,Federal Agricultural Mortgage Corp,True,True,True,True,True
AGM.A,Federal Agricultural Mortgage Corp,True,False,True,True,False
AGMH,AGM Group Holdings Inc,False,True,True,True,False
AGN,Allergan PLC,True,True,True,True,True
AGNC,AGNC Investment Corp,False,True,True,True,True
AGNCB,,False,True,False,False,False
AGNCM,,False,True,False,True,False
AGNCN,,False,True,False,True,False
AGNCO,,False,True,False,True,False
AGO,Assured Guaranty Ltd,True,True,True,True,True
AGODY,Atlas Iron Ltd,False,False,True,False,False
AGPIF,Anglo Pacific Group PLC,False,False,True,True,False
AGPPF,Anglo American Platinum Ltd,False,False,True,True,False
AGPYY,Agile Group Holdings Ltd,False,False,True,True,False
AGR,Avangrid Inc,True,True,True,True,True
AGRO,Adecoagro SA,True,True,True,True,True
AGRPY,Absa Group Ltd,False,False,True,True,False
AGRX,Agile Therapeutics Inc,False,True,True,True,False
AGS,PlayAGS Inc,True,True,True,True,True
AGTC,Applied Genetic Technologies Corp,False,True,True,True,True
AGTK,Agritek Holdings Inc,False,False,True,True,False
AGTX,Agentix Corp,False,False,True,True,False
AGU,Agrium Inc,False,False,True,False,False
AGX,Argan Inc,True,True,True,True,True
AGXXF,AGT Food and Ingredients Inc,False,False,True,False,False
AGYS,Agilysys Inc,False,True,True,True,True
AGYTF,Allergy Therapeutics PLC,False,False,True,True,False
AHC,A H Belo Corp,True,True,True,True,True
AHCHY,Anhui Conch Cement Co Ltd,False,False,True,True,False
AHCO,AdaptHealth Corp,False,True,True,True,False
AHEXY,Adecco Group AG,False,False,True,True,False
AHGP,Alliance Holdings GP LP,False,True,False,False,True
AHH,Armada Hoffler Properties Inc,True,True,True,True,True
AHKSY,Asahi Kasei Corp,False,False,True,True,True
AHL,Aspen Insurance Holdings Ltd,False,True,True,False,True
AHNR,Athena Silver Corp,False,False,True,True,False
AHOTF,American Hotel Income Properties REIT LP,False,False,True,True,False
AHPI,Allied Healthcare Products Inc,False,True,True,True,True
AHT,Ashford Hospitality Trust Inc,True,True,True,True,True
AI,Arlington Asset Investment Corp,True,True,True,True,True
AIABF,AirAsia Group Bhd,False,False,True,True,False
AIAPF,Ascential PLC,False,False,True,True,False
AIBRF,AIB Group PLC,False,False,True,True,False
AICAF,Air China Ltd,False,False,True,True,False
AIFS,Agent Information Software Inc,False,False,True,True,False
AIG,American International Group Inc,True,True,True,True,True
AIH,Aesthetic Medical International Holdings Group Ltd,False,True,True,True,False
AIHS,Senmiao Technology Ltd,False,True,True,True,True
AIII,ACRE Realty Investors Inc,False,False,True,False,True
AIKI,AIkido Pharma Inc,False,True,False,True,False
AIM,AIM ImmunoTech Inc,False,True,,True,False
AIMC,Altra Industrial Motion Corp,False,True,True,True,True
AIMT,Aimmune Therapeutics Inc,False,True,True,True,False
AIN,Albany International Corp,True,True,True,True,True
AINC,Ashford Inc,False,True,True,True,True
AINV,Apollo Investment Corp,False,True,True,True,False
AIOCF,Avigilon Corp,False,False,True,False,False
AIOSF,Atresmedia Corporacion de Medios de Comunicacion S,False,False,True,True,False
AIPUY,Airports Of Thailand PLC,False,False,True,True,False
AIQ,Alliance HealthCare Services Inc,False,True,True,True,True
AIQUY,Air Liquide SA,False,False,True,True,True
AIR,AAR Corp,True,True,True,True,True
AIRG,Airgain Inc,False,True,True,True,True
AIRI,Air Industries Group,False,True,True,True,True
AIRM,Air Methods Corp,False,True,True,False,False
AIRT,Air T Inc,False,True,True,True,True
AIRYY,Air China Ltd,False,False,True,True,False
AIT,Applied Industrial Technologies Inc,True,True,True,True,True
AIV,Apartment Investment & Management Co,True,True,True,True,True
AIW,,False,False,False,True,True
AIXNY,Aixtron SE,False,False,True,False,False
AIXXF,Aixtron SE,False,False,True,True,False
AIZ,Assurant Inc,True,True,True,True,True
AIZP,,True,True,False,True,False
AJG,Arthur J. Gallagher & Co,True,True,True,True,True
AJINY,Ajinomoto Co Inc,False,False,True,True,False
AJMPF,Ashmore Group PLC,False,False,True,True,False
AJRD,Aerojet Rocketdyne Holdings Inc,True,True,True,True,True
AJSB,Ajs Bancorp Inc,False,False,True,False,False
AJX,Great Ajax Corp,True,True,True,True,True
AKAAF,Aker ASA,False,False,True,True,False
AKAM,Akamai Technologies Inc,False,True,True,True,True
AKAOQ,Achaogen Inc,False,False,True,True,False
AKBA,Akebia Therapeutics Inc,False,True,True,True,True
AKBTY,Akbank TAS,False,False,True,True,False
AKCA,Akcea Therapeutics Inc,False,True,True,True,False
AKER,Akers Biosciences Inc,False,False,True,True,True
AKG,Asanko Gold Inc,False,True,True,True,True
AKKVF,Akastor ASA,False,False,True,True,False
AKKVY,Akastor ASA,False,False,True,False,False
AKO.A,Embotelladora Andina SA,True,False,True,True,True
AKO.B,Embotelladora Andina SA,True,False,True,True,False
AKR,Acadia Realty Trust,True,True,True,True,True
AKRO,Akero Therapeutics Inc,False,True,True,True,False
AKRTF,Aker Solutions ASA,False,False,True,True,False
AKRX,Akorn Inc,False,True,True,True,True
AKS,AK Steel Holding Corp,False,True,True,False,True
AKSJF,Sberbank of Russia PJSC,False,False,True,True,False
AKTAF,Akita Drilling Ltd,False,False,True,True,False
AKTS,Akoustis Technologies Inc,False,True,True,True,False
AKTX,Akari Therapeutics PLC,False,True,True,True,True
AKZOF,Akzo Nobel NV,False,False,True,True,False
AKZOY,Akzo Nobel NV,False,True,True,True,True
AL,Air Lease Corp,True,True,True,True,True
ALAC,Alberton Acquisition Corp,False,True,False,True,False
ALACU,,False,True,True,True,False
ALAN,Alanco Technologies Inc,False,False,True,True,False
ALARF,Alaris Royalty Corp,False,False,True,True,False
ALB,Albemarle Corp,True,True,True,True,True
ALBKF,Alpha Bank AE,False,False,True,True,False
ALBKY,Alpha Bank AE,False,False,True,True,False
ALBO,Albireo Pharma Inc,False,True,True,True,True
ALC,Alcon Inc,True,True,True,True,True
ALCO,Alico Inc,False,True,True,True,False
ALDR,Alder BioPharmaceuticals Inc,False,True,True,True,True
ALDW,Alon USA Partners LP,False,False,True,False,True
ALDX,Aldeyra Therapeutics Inc,False,True,True,True,False
ALE,ALLETE Inc,True,True,True,True,True
ALEC,Alector Inc,False,True,True,True,False
ALEX,Alexander & Baldwin Inc,True,True,True,True,True
ALFVF,Alfa Laval AB,False,False,True,True,False
ALFVY,Alfa Laval AB,False,False,True,True,False
ALG,Alamo Group Inc,True,True,True,True,True
ALGN,Align Technology Inc,False,True,True,True,True
ALGR,Allegro Merger Corp,False,True,False,False,False
ALGRU,,False,True,True,False,False
ALGT,Allegiant Travel Co,False,True,True,True,True
ALIAF,Alacer Gold Corp,False,False,True,True,False
ALIF,Artificial Life Inc,False,True,False,True,False
ALIM,Alimera Sciences Inc,False,False,True,True,True
ALIOF,Actelion Ltd,False,False,True,True,False
ALIOY,Actelion Ltd,False,False,True,False,False
ALIZF,Allianz SE,False,False,False,True,True
ALIZY,Allianz SE,False,False,True,True,False
ALJ,Alon USA Energy Inc,False,True,True,False,True
ALJJ,ALJ Regional Holdings Inc,False,True,True,True,True
ALK,Alaska Air Group Inc,True,True,True,True,True
ALKHF,Alaska Hydro Corp,False,False,True,True,False
ALKS,Alkermes PLC,False,True,True,True,True
ALL,Allstate Corp,True,True,True,True,True
ALLB,Alliance Bancorp Inc Of Pennsylvania,False,False,True,False,True
ALLDF,ALD SA,False,False,True,True,False
ALLE,Allegion PLC,True,True,True,True,True
ALLK,Allakos Inc,False,True,True,True,False
ALLM,Alliance Bioenergy Plus Inc,False,False,True,True,False
ALLO,Allogene Therapeutics Inc,False,True,True,True,False
ALLT,Allot Ltd,False,True,True,True,True
ALLVF,Altice Europe NV,False,False,True,True,False
ALLWF,Allied Minds PLC,False,False,True,True,False
ALLY,Ally Financial Inc,True,True,True,True,True
ALMFF,Altium Ltd,False,False,True,True,True
ALMTF,Almonty Industries Inc,False,False,True,True,False
ALNA,Allena Pharmaceuticals Inc,False,True,True,True,False
ALNPY,ANA Holdings Inc,False,False,True,True,False
ALNRF,Mediclinic International PLC,False,False,True,False,False
ALNY,Alnylam Pharmaceuticals Inc,False,True,True,True,True
ALO,Alio Gold Inc,False,True,True,True,True
ALOG,Analogic Corp,False,False,True,False,True
ALOT,AstroNova Inc,False,True,True,True,True
ALPE,alpha-En Corp,False,False,True,True,False
ALPMY,Astellas Pharma Inc,False,False,True,True,False
ALPN,Alpine Immune Sciences Inc,False,True,True,True,False
ALR,Alere Inc,False,True,True,False,False
ALRM,Alarm.com Holdings Inc,False,True,True,True,True
ALRN,Aileron Therapeutics Inc,False,True,True,True,False
ALRS,Alerus Financial Corp,False,True,True,True,False
ALSK,Alaska Communications Systems Group Inc,False,True,True,True,True
ALSMY,Alstom SA,False,False,True,True,False
ALSN,Allison Transmission Holdings Inc,True,True,True,True,True
ALSRF,alstria office REIT-AG,False,False,True,True,False
ALSSF,Alsea SAB de CV,False,False,True,True,False
ALST,AllStar Health Brands Inc,False,False,True,True,False
ALSWF,Absolute Software Corp,False,False,True,True,False
ALT,Altimmune Inc,False,True,True,True,True
ALTD,Altitude International Inc,False,False,True,True,False
ALTG,Alta Equipment Group Inc,True,True,True,True,False
ALTI,Altair Nanotechnologies Inc,False,False,True,False,False
ALTM,Altus Midstream Co,False,True,True,True,False
ALTN,Alternus Energy Inc,False,False,True,True,False
ALTR,Altair Engineering Inc,False,True,True,True,True
ALTV,Alteva Inc,False,False,True,False,True
ALU,Alcatel-Lucent SA,False,False,True,False,False
ALUS,Alussa Energy Acquisition Corp,True,True,False,True,False
ALV,Autoliv Inc,True,True,True,True,True
ALVRQ,Alvarion Ltd,False,False,True,True,False
ALX,Alexander's Inc,True,True,True,True,True
ALXA,Alexza Pharmaceuticals Inc,False,False,True,False,True
ALXN,Alexion Pharmaceuticals Inc,False,True,True,True,True
ALYA,Alithya Group Inc,False,True,True,True,False
ALYE,Aly Energy Services Inc,False,False,True,True,False
AM,Antero Midstream Corp,True,True,True,True,True
AMADY,Amadeus IT Group SA,False,False,True,True,False
AMAG,AMAG Pharmaceuticals Inc,False,True,True,True,True
AMAL,Amalgamated Bank,False,True,True,True,False
AMAR,Amarillo Biosciences Inc,False,False,True,True,False
AMAT,Applied Materials Inc,False,True,True,True,True
AMAVF,Arcam AB,False,False,True,False,False
AMBA,Ambarella Inc,False,True,True,True,True
AMBBY,Ambu A/S,False,False,True,True,False
AMBC,Ambac Financial Group Inc,True,True,True,True,True
AMBFF,Ambu A/S,False,False,False,True,True
AMBFF,Ambu A/S,False,False,False,True,True
AMBO,Ambow Education Holding Ltd,False,True,True,True,True
AMBR,Amber Road Inc,False,True,True,False,True
AMBS,Amarantus Bioscience Holdings Inc,False,False,True,True,False
AMBZ,American Business Bank,False,False,True,True,False
AMC,AMC Entertainment Holdings Inc,True,True,True,True,True
AMCC,Applied Micro Circuits Corp,False,False,True,False,True
AMCI,AMCI Acquisition Corp,False,True,True,True,False
AMCIU,,False,True,True,True,False
AMCR,Amcor PLC,True,True,True,True,True
AMCRY,Amcor PLC,False,False,True,False,False
AMCX,AMC Networks Inc,False,True,True,True,True
AMD,Advanced Micro Devices Inc,False,True,True,True,True
AMDLY,AMADA Co Ltd,False,False,True,True,False
AMDUF,Amundi SA,False,False,True,True,False
AME,AMETEK Inc,True,True,True,True,True
AMED,Amedisys Inc,False,True,True,True,True
AMEH,Apollo Medical Holdings Inc,False,True,True,True,False
AMEN,AMEN Properties Inc,False,False,True,True,False
AMFPF,Amplifon SpA,False,False,True,True,False
AMFW,Amec Foster Wheeler PLC,False,True,True,False,False
AMG,Affiliated Managers Group Inc,True,True,True,True,True
AMGN,Amgen Inc,False,True,True,True,True
AMH,American Homes 4 Rent,True,True,True,True,True
AMHC,Amplitude Healthcare Acquisition Corp,False,True,False,True,False
AMHCU,,False,True,True,True,False
AMHPF,Verde AgriTech PLC,True,False,False,True,False
AMIC,American Independence Corp,False,False,True,False,False
AMID,American Midstream Partners LP,False,True,True,False,True
AMIGY,Admiral Group PLC,False,False,True,True,False
AMK,AssetMark Financial Holdings Inc,True,True,True,True,False
AMKBY,A. P. Moller Maersk A/S,False,False,True,True,False
AMKR,Amkor Technology Inc,False,True,True,True,True
AMMJ,American Cannabis Co Inc,False,False,True,True,False
AMMX,AmeraMex International Inc,False,False,True,True,False
AMN,AMN Healthcare Services Inc,True,True,True,True,True
AMNB,American National Bankshares Inc,False,True,True,True,True
AMNC,Amincor Inc,False,False,True,True,False
AMNF,Armanino Foods of Distinction Inc,False,False,True,True,True
AMNL,Applied Minerals Inc,False,False,True,True,False
AMOT,Allied Motion Technologies Inc,False,True,True,True,True
AMOV,America Movil SAB de CV,True,True,True,True,True
AMP,Ameriprise Financial Inc,True,True,True,True,True
AMPE,Ampio Pharmaceuticals Inc,False,True,True,True,True
AMPG,AmpliTech Group Inc,False,False,True,True,False
AMPH,Amphastar Pharmaceuticals Inc,False,True,True,True,True
AMPY,Amplify Energy Corp,True,True,True,True,False
AMRB,American River Bankshares,False,True,True,True,True
AMRC,Ameresco Inc,True,True,True,True,True
AMRH,Ameri Holdings Inc,False,False,True,True,False
AMRI,Albany Molecular Research Inc,False,True,True,False,True
AMRK,A-Mark Precious Metals Inc,False,True,True,True,True
AMRN,Amarin Corp PLC,False,True,True,True,True
AMRS,Amyris Inc,False,True,True,True,True
AMRX,Amneal Pharmaceuticals Inc,True,True,True,True,False
AMS,American Shared Hospital Services,False,True,,True,True
AMSC,American Superconductor Corp,False,True,True,True,True
AMSE,American Sands Energy Corp,False,False,True,False,False
AMSF,AMERISAFE Inc,False,True,True,True,True
AMSSY,ams AG,False,False,True,True,False
AMSWA,American Software Inc,False,True,True,True,True
AMT,American Tower Corp,True,True,True,True,True
AMTB,Amerant Bancorp Inc,False,True,True,True,False
AMTBB,Amerant Bancorp Inc,False,True,False,True,False
AMTD,TD Ameritrade Holding Corp,False,True,True,True,True
AMTG,Apollo Residential Mortgage Inc,False,False,True,True,True
AMTX,Aemetis Inc,False,True,True,True,True
AMTY,Amerityre Corp,False,False,True,True,False
AMWD,American Woodmark Corp,False,True,True,True,True
AMX,America Movil SAB de CV,True,True,True,True,True
AMZN,Amazon.com Inc,False,True,True,True,True
AN,AutoNation Inc,True,True,True,True,True
ANAB,AnaptysBio Inc,False,True,True,True,False
ANAC,Anacor Pharmaceuticals Inc,False,False,True,False,True
ANAD,Anadigics Inc,False,False,True,False,True
ANAT,American National Insurance Co,False,True,True,True,True
ANAV,Alpha Network Alliance Ventures Inc,False,False,True,True,False
ANCB,Anchor Bancorp,False,True,True,False,True
ANCN,Anchiano Therapeutics Ltd,False,True,True,True,False
ANCTF,Alimentation Couche-Tard Inc,False,False,True,True,False
ANCUF,Alimentation Couche-Tard Inc,False,False,True,True,False
ANCX,Access National Corp,False,True,True,False,False
ANDA,Andina Acquisition Corp III,False,True,True,True,False
ANDAU,,False,True,True,True,False
ANDE,Andersons Inc,False,True,True,True,True
ANDR,Andrea Electronics Corp,False,False,True,True,False
ANDV,Andeavor,False,False,True,False,True
ANDX,Andeavor Logistics LP,False,True,True,False,False
